,specimenID,libraryID,assay,platform,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,libraryType,sampleBarcode,isStranded,readStrandOrigin,readLength,runType,totalReads,validBarcodeReads,numberCells,medianGenes,medianUMIs,referenceSet,transposaseBatch,chromiumSampleIndex,pcrCycles,meanCoverage,meanGCContent,Q30BasesinRead1,Q30BasesinRead2,specimen_suffix
70,1577_B03,L8XR_230126_01_E06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.9,A8XR_230124_01,L8XR_230126_01,MTX-2120,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1094466353,1034927383,980,6932.5,28274.0,GRCh38,R8XR-23020702,SI-TT-E6_i7,,,,0.9671,0.9528,-L8XR_230126_01_E06-1247697482
71,1582_A06,L8XR_230126_01_G06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.15,A8XR_230124_01,L8XR_230126_01,MTX-2120,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1577264065,1492249532,6110,6277.0,21259.0,GRCh38,R8XR-23020702,SI-TT-G6_i7,,,,0.9601,0.9529,-L8XR_230126_01_G06-1247697486
72,1582_B06,L8XR_230126_01_D06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.15,A8XR_230124_01,L8XR_230126_01,MTX-2120,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1105638342,1046154999,5274,6134.0,20499.5,GRCh38,R8XR-23020702,SI-TT-D6_i7,,,,0.9669,0.9521,-L8XR_230126_01_D06-1247697488
73,1387_A07,L8XR_220825_02_B07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.45,A8XR_220823_01,L8XR_220825_02,MTX-2102,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1403235347,1323952550,7386,4906.0,21244.5,GRCh38,R8XR-22083001,SI-TT-B7_i7,,,,0.9273,0.9342,-L8XR_220825_02_B07-1208846988
74,1387_B07,L8XR_220825_02_E07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.45,A8XR_220823_01,L8XR_220825_02,MTX-2103,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1611962457,1520725382,7688,5115.0,23629.5,GRCh38,R8XR-22090702,SI-TT-E7_i7,,,,0.9615,0.9493,-L8XR_220825_02_E07-1211716395
75,1625_A02,L8XR_230302_22_B06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.9,A8XR_230228_01,L8XR_230302_22,MTX-2125,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1453582102,1404596385,7389,5677.0,18907.0,GRCh38,R8XR-23030703,SI-TT-B6_i7,,,,0.9424,0.9282,-L8XR_230302_22_B06-1253157318
76,1625_B02,L8XR_230302_22_C06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.9,A8XR_230228_01,L8XR_230302_22,MTX-2125,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1429070726,1383769184,7253,5601.0,18517.0,GRCh38,R8XR-23030703,SI-TT-C6_i7,,,,0.9431,0.924,-L8XR_230302_22_C06-1253157320
77,1354_B01,L8XR_220728_01_B05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.33,A8XR_220726_01,L8XR_220728_01,MTX-2098,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,978158672,922207996,6433,5783.0,28337.0,GRCh38,R8XR-22080901,SI-TT-B5_i7,,,,0.9469,0.9291,-L8XR_220728_01_B05-1198901296
78,1354_A01,L8XR_220728_88_G04,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.82,A8XR_220726_01,L8XR_220728_88,MTX-2098,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,919095326,866982621,9205,5421.0,23471.0,GRCh38,R8XR-22080901,SI-TT-G4_i7,,,,0.9369,0.9355,-L8XR_220728_88_G04-1198901295
79,1361_A01,L8XR_220804_01_B06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.98,A8XR_220802_01,L8XR_220804_01,MTX-2099,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1009630646,938552649,9398,2478.5,6093.0,GRCh38,R8XR-22081602,SI-TT-B6_i7,,,,0.9246,0.9169,-L8XR_220804_01_B06-1200343600
80,1362_A02,L8XR_220811_02_E08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.08,A8XR_220809_01,L8XR_220811_02,MTX-2099,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1070332656,996800803,8022,6314.5,33933.5,GRCh38,R8XR-22081602,SI-TT-E8_i7,,,,0.9324,0.9235,-L8XR_220811_02_E08-1200343602
81,1370_A01,L8XR_220811_02_H08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.53,A8XR_220809_01,L8XR_220811_02,MTX-2100,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1369630905,1286083420,8567,3605.0,10700.0,GRCh38,R8XR-22082302,SI-TT-H8_i7,,,,0.9455,0.9351,-L8XR_220811_02_H08-1206599323
82,1370_B01,L8XR_220811_02_B09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.93,A8XR_220809_01,L8XR_220811_02,MTX-2100,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1209127335,1134766004,5403,980.0,1488.0,GRCh38,R8XR-22082302,SI-TT-B9_i7,,,,0.9419,0.9383,-L8XR_220811_02_B09-1206599324
83,1388_A01,L8XR_220825_02_C07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.43,A8XR_220823_01,L8XR_220825_02,MTX-2103,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1186146661,1119129375,6869,3424.0,10017.0,GRCh38,R8XR-22090702,SI-TT-C7_i7,,,,0.9509,0.949,-L8XR_220825_02_C07-1211716396
84,1393_B04,L8XR_220901_02_F12,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.6,A8XR_220830_01,L8XR_220901_02,MTX-2103,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1068894932,1008609258,7409,2981.0,7943.0,GRCh38,R8XR-22090702,SI-TT-F12_i7,,,,0.9629,0.9523,-L8XR_220901_02_F12-1211716403
85,1393_A04,L8XR_220901_02_E12,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.43,A8XR_220830_01,L8XR_220901_02,MTX-2103,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1043127554,983773596,2386,5484.5,18363.5,GRCh38,R8XR-22090702,SI-TT-E12_i7,,,,0.9652,0.9525,-L8XR_220901_02_E12-1211716402
86,1398_A03,L8XR_220908_02_D09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.68,A8XR_220906_02,L8XR_220908_02,MTX-2104,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1368482707,1311553826,4383,5593.0,23718.0,GRCh38,R8XR-22091301,SI-TT-D9_i7,,,,0.9271,0.9343,-L8XR_220908_02_D09-1212689171
87,1408_B02,L8XR_220922_02_D06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.63,A8XR_220920_01,L8XR_220922_02,MTX-2113,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1152128487,1094752488,2954,2277.5,5045.5,GRCh38,R8XR-22111503,SI-TT-D6_i7,,,,0.9646,0.9577,-L8XR_220922_02_D06-1228181625
88,1408_A02,L8XR_220915_01_G08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.04,A8XR_220913_01,L8XR_220915_01,MTX-2106,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1087584016,1043210588,8824,6267.0,28326.5,GRCh38,R8XR-22092002,SI-TT-G8_i7,,,,0.9409,0.9398,-L8XR_220915_01_G08-1214626871
89,1411_B05,L8XR_220922_02_D05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,5.6,A8XR_220920_01,L8XR_220922_02,MTX-2107,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1145698196,1085892750,5936,3167.0,8596.5,GRCh38,R8XR-22100401,SI-TT-D5_i7,,,,0.9427,0.9421,-L8XR_220922_02_D05-1216943526
90,1411_A05,L8XR_220915_01_H08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.03,A8XR_220913_01,L8XR_220915_01,MTX-2106,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1499504206,1435925228,9670,4251.0,14512.5,GRCh38,R8XR-22092002,SI-TT-H8_i7,,,,0.9449,0.9376,-L8XR_220915_01_H08-1214626873
